Species,Genus,Family,SuperFamily,Order,Class,Major,J_per_mgWM,Mobility_code,Food_code
Typha latifolia,Typha,Typhaceae,Typhales,Commelinidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Typha angustifolia,Typha,Typhaceae,Typhales,Commelinidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Scirpus lacustris,Scirpus,Cyperaceae,Cyperales,Commelinidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Scirpus maritimus,Scirpus,Cyperaceae,Cyperales,Commelinidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Acorus calamus,Acorus,Acoraceae,Arales,Arecidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Sparganium erectum,Sparganium,Sparganiaceae,Typhales,Commelinidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Eukrohnia bathypelagica,Eukrohnia,Eukrohniidae,Phragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Eukrohnia hamata,Eukrohnia,Eukrohniidae,Phragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta gazellae,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Lota lota,Lota,Lotidae,Gadiformes,Paracanthopterygii,Teleostei,Osteichthyes,5.135,3.0,3.0
Salvelinus namaycush,Salvelinus,Salmonidae,Salmoniformes,Protacanthopterygii,Teleostei,Osteichthyes,7.788,3.0,3.0
Salvelinus namaycush,Salvelinus,Salmonidae,Salmoniformes,Protacanthopterygii,Teleostei,Osteichthyes,10.789,3.0,3.0
Cancer setosus,Cancer,Cancridae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Cancer setosus,Cancer,Cancridae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Cancer setosus,Cancer,Cancridae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Cancer setosus,Cancer,Cancridae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Cancer setosus,Cancer,Cancridae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Heteromastus filiformis,Heteromastus,Capitellidae,Scolecida,Scolecida,Polychaeta,Annelida,,0.0,2.0
Nereis diversicolor,Nereis,Nereididae,Phyllodocida,Aciculata,Polychaeta,Annelida,,1.0,3.0
Corophium sp.,Corophium,Corophiidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,2.0,2.0
Gammarus sp.,Gammarus,Gammaridae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,2.0,1.0
Crassostrea gigas,Crassostrea,Ostreidae,Ostreoida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Aetideopsis minor,Aetideopsis,Aetideidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Gaetanus brevispinus,Gaetanus,Fosshageniidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,1.0
Gaetanus brevispinus,Gaetanus,Fosshageniidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,1.0
Gaetanus tenuispinus,Gaetanus,Fosshageniidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,1.0
Gaetanus tenuispinus,Gaetanus,Fosshageniidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,1.0
Paraeuchaeta antarctica,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Paraeuchaeta antarctica,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Paraeuchaeta antarctica,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Paraeuchaeta antarctica,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Paraeuchaeta biloba,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Paraeuchaeta biloba,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Paraeuchaeta barbata,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Paraeuchaeta barbata,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Paraeuchaeta barbata,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Paraeuchaeta barbata,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Paraeuchaeta rasa,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Paraeuchaeta rasa,Paraeuchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,0.0,3.0
Phaeodactylum tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Naviculales,Bacillariophyceae,Bacillariophyta,,0.0,0.0
Skeletonema costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,,0.0,0.0
Asterionella glacialis,Asterionella,Fragilariaceae,Fragilariales,Fragilariales,Fragilariophyceae,Bacillariophyta,,0.0,0.0
Thalassiosira weissflogii,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,,0.0,0.0
Thalassiosira punctigera,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,,0.0,0.0
Coscinodiscus wailesii,Coscinodiscus,Coscinodiscaceae,Coscinodiscales,Coscinodiscales,Coscinodiscophyceae,Bacillariophyta,,0.0,0.0
Scrippsiella trochoidea,Scrippsiella,Calciodinellaceae,Gonyaulacales,Gonyaulacales,Dinophyceae,Pyrrophycophyta,,0.0,0.0
Gracilaria ferox,Gracilaria,Gracilariaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Gracilaria ferox,Gracilaria,Gracilariaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Derbesia sp.,Derbesia,Derbesiaceae,Bryopsidales,Bryopsidales,Chlorophyceae,Chlorophyta,,0.0,0.0
Gracilaria sp.,Gracilaria,Gracilariaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Cladophora sp.,Cladophora,Cladophoraceae,Cladophorales,Cladophorales,Chlorophyceae,Chlorophyta,,0.0,0.0
Ulva lactua,Ulva,Ulvaceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,,0.0,0.0
Hypnea sp.,Hypnea,Hypneaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Gracilaria cylindrica,Gracilaria,Gracilariaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Ruppia maritima,Ruppia,Ruppiaceae,Najadales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Enteromorpha sp.,Enteromorpha,Ulvaceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,,0.0,0.0
Ihlea racovitzai,Ihlea,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Ihlea racovitzai,Ihlea,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Ihlea racovitzai,Ihlea,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Salpa thompsoni,Salpa,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Salpa thompsoni,Salpa,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Salpa thompsoni,Salpa,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Arctica islandica,Arctica,Arcticidae,Veneroida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Branchiostoma malayanum,Branchiostoma,Branchiostomatidae,Amphioxiformes,Amphioxiformes,Cephalochordata,Cephalochordata,,2.0,1.0
Branchiostoma floridae,Branchiostoma,Branchiostomatidae,Amphioxiformes,Amphioxiformes,Cephalochordata,Cephalochordata,,2.0,1.0
Monopylephorus rubroniveus,Monopylephorus,Tubificidae,Haplotaxida,Oligochaeta,Clitellata,Annelida,,1.0,1.0
Telebasis salva,Telebasis,Coenagrionidae,Zygoptera,Odonata,Pterygota,Insecta,,1.0,3.0
Viviparus georgianus,Viviparus,Viviparidae,Architaeniglossa,Prosobranchia,Gastropoda,Mollusca,,1.0,2.0
Viviparus georgianus,Viviparus,Viviparidae,Architaeniglossa,Prosobranchia,Gastropoda,Mollusca,,1.0,2.0
Bellamya aeruginosa,Bellamya,Viviparidae,Architaeniglossa,Prosobranchia,Gastropoda,Mollusca,,1.0,2.0
Calanoides acutus,Calanoides,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanoides acutus,Calanoides,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus propinquus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus propinquus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus propinquus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Rhincalanus gigas,Rhincalanus,Eucalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Rhincalanus gigas,Rhincalanus,Eucalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Metridia gerlachei,Metridia,Metridinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Metridia gerlachei,Metridia,Metridinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Euchaeta sp.,Euchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Euchaeta antarctica,Euchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Euchirella rostromagna,Euchirella,Lucicitiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,1.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,1.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,1.0
Euphausia crystallorophias,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,1.0
Euphausia crystallorophias,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,1.0
Euphausia crystallorophias,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,1.0
Euphausia crystallorophias,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,1.0
Thysanoessa macrura,Thysanoessa,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Thysanoessa macrura,Thysanoessa,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Eusirus microps,Eusirus,Eusiridae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,3.0,2.0
Eusirus perdentatus,Eusirus,Eusiridae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,3.0,2.0
Cyphocaris richardi,Cyphocaris,Lysianassidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Orchomene sp.,Orchomene,Lysianassidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,2.0,2.0
Uristes gigas,Uristes,Uristidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,2.0,2.0
Tryphosella longitelson,Tryphosella,Lysianassidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,2.0,2.0
Epimeriella macronyx,Epimeriella,Epimeriidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,2.0,2.0
Vibilia propinqua,Vibilia,Vibiliidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Cyllopus lucasii,Cyllopus,Vibiliidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Hyperia macrocephala,Hyperia,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,2.0,3.0
Hyperiella sp.,Hyperiella,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,2.0,3.0
Parathemisto gaudichaudii,Parathemisto,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Primno macropa,Primno,Phrosinidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,2.0,3.0
Antarctomysis ohlinii,Antarctomysis,Mysidae,Mysida,Mysida,Malacostraca,Crustacea,,3.0,3.0
Acanthephyra pelagica,Acanthephyra,Oplophoridae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Diphyes antarctica,Diphyes,Diphyidae,Calycophorae,Siphonophorae,Hydrozoa,Cnidaria,,3.0,3.0
Calycopsis borchgrevinki,Calycopsis,Calycopsidae,Anthomedusae,Hydroida,Hydrozoa,Cnidaria,,3.0,3.0
Pyrostephos vanhoeffeni,Pyrostephos,Pyrostephidae,Physonectae,Siphonophorae,Hydrozoa,Cnidaria,,3.0,3.0
Limacina helicina,Limacina,Limacinidae,Thecosomata,Thecosomata,Gastropoda,Mollusca,,3.0,1.0
Clio pyramidata,Clio,Cavoliniidae,Thecosomata,Thecosomata,Gastropoda,Mollusca,,3.0,1.0
Clione limacina,Clione,Clionidae,Gymnosomata,Opisthobranchia,Gastropoda,Mollusca,,3.0,3.0
Galiteuthis glacialis,Galiteuthis,Cranchiidae,Teuthida,Decabrachia,Cephalopoda,Mollusca,,3.0,3.0
Vanadis antarctica,Vanadis,Alciopidae,Phyllodocida,Aciculata,Polychaeta,Annelida,,3.0,3.0
Tomopteris carpenteri,Tomopteris,Tomopteridae,Phyllodocida,Aciculata,Polychaeta,Annelida,,3.0,2.0
Tomopteris carpenteri,Tomopteris,Tomopteridae,Phyllodocida,Aciculata,Polychaeta,Annelida,,3.0,2.0
Sagitta gazellae,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Sagitta marri,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Eukrohnia hamata,Eukrohnia,Eukrohniidae,Phragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Salpa thompsoni,Salpa,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Trematomus eulepidotus ,Trematomus,Nototheniidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,3.0
Notothenia larseni,Notothenia,Nototheniidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,2.0
Pleuragramma antarcticum,Pleuragramma,Nototheniidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,3.0
Pleuragramma antarcticum,Pleuragramma,Nototheniidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,3.0
Dunaliella sp.,Dunaliella,Dunaliellaceae,Volvocales,Volvocales,Chlorophyceae,Chlorophyta,,3.0,0.0
Isochrysis galbana,Isochrysis,Isochrysidaceae,Isochrysidales,Isochrysidales,Prymnesiophyceae,Haptophyta,,3.0,0.0
Nannochloropsis sp.,Nannochloropsis,Eustigmataceae,Eustigmatales,Eustigmatales,Eustigmatophyceae,Chromalveolata,,3.0,0.0
Nitzschia closterium,Nitzschia,Bacillariaceae,Bacillariales,Bacillariales,Bacillariophyceae,Bacillariophyta,,3.0,0.0
Porphyridium cruentum,Porphyridium,Porphyridiaceae,Porphyridiales,Bangiophyceae,Rhodophytina,Rhodophyta,,3.0,0.0
Salpa thompsoni,Salpa,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Thalia democratica,Thalia,Salpidae,Salpida,Salpida,Thaliacea,Tunicata,,3.0,1.0
Acartia lilljeborgi,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Acartia tonsa,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Pseudodiaptomus acutus,Pseudodiaptomus,Pseudodiaptomidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Paracalanus crassirostris,Paracalanus,Paracalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Paracalanus quasimodo,Paracalanus,Paracalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Temora turbinata,Temora,Sulcanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Labidocera fluviatilis,Labidocera,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Oithona hebes,Oithona,Diaixidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Oithona oswaldocruzi,Oithona,Diaixidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Euterpina acutifrons,Euterpina,Euterpinidae,Harpacticoida,Podoplea,Copepoda,Crustacea,,3.0,1.0
Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Brevoortia tyrannus,Brevoortia,Clupeidae,Clupeiformes,Clupeomorpha,Teleostei,Osteichthyes,,3.0,2.0
Acartia tonsa,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Ditylum brightwelli,Ditylum,Lithodesmiaceae,Lithodesmiales,Lithodesmiales,Coscinodiscophyceae,Bacillariophyta,,3.0,0.0
Octopus vulgaris,Octopus,Octopodidae,Octopoda,Octobrachia,Cephalopoda,Mollusca,,2.0,3.0
Acanthophora spicifera,Acanthophora,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Gracilaria edulis,Gracilaria,Gracilariaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Zostera capricorni,Zostera,Zosteraceae,Najadales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Dictyota dichotoma,Dictyota,Dictyotaceae,Dictyonales,Dictyonales,Phaeophyceae,Phaeophyta,,0.0,0.0
Lobophora variegata,Lobophora,Dictyotaceae,Dictyonales,Dictyonales,Phaeophyceae,Phaeophyta,,0.0,0.0
Udotea argenta,Udotea,Codiaceae,Caulerpales,Caulerpales,Chlorophyceae,Chlorophyta,,0.0,0.0
Calanus propinquus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,1.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Idotea balthica,Idotea,Idoteidae,Valvifera,Isopoda,Malacostraca,Crustacea,,3.0,3.0
Sphaeroma serratum,Sphaeroma,Idoteidae,Valvifera,Isopoda,Malacostraca,Crustacea,,3.0,3.0
Calanus finmarchicus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,6.49,3.0,1.0
Callinectes sp.,Callinectes,Portunidae,Brachyura,Decapoda,Malacostraca,Crustacea,,2.0,3.0
Aurelia aurita,Aurelia,Ulmaridae,Semaeostomeae,Semaeostomeae,Scyphozoa,Cnidaria,0.7,0.0,3.0
Meganyctiphanes norvegica,Meganyctiphanes,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,3.9,3.0,2.0
Acanthephyra purpurea,Acanthephyra,Oplophoridae,Caridea,Decapoda,Malacostraca,Crustacea,5.3,3.0,3.0
Palaemon longirostris,Palaemon,Palaemonidae,Caridea,Decapoda,Malacostraca,Crustacea,3.4,3.0,3.0
Pasiphaea sivado,Pasiphaea,Pasiphaeidae,Caridea,Decapoda,Malacostraca,Crustacea,4.1,3.0,3.0
Pachygrapsus marmoratus,Pachygrapsus,Grapsidae,Brachyura,Decapoda,Malacostraca,Crustacea,5.8,3.0,3.0
Polybius henslowii,Polybius,Portunidae,Brachyura,Decapoda,Malacostraca,Crustacea,4.2,2.0,3.0
Necora puber,Necora,Portunidae,Brachyura,Decapoda,Malacostraca,Crustacea,6.9,2.0,3.0
Loligo sp.,Loligo,Loliginidae,Teuthida,Decabrachia,Cephalopoda,Mollusca,3.9,3.0,3.0
Loligo forbesi,Loligo,Loliginidae,Teuthida,Decabrachia,Cephalopoda,Mollusca,4.6,3.0,3.0
Loligo vulgaris,Loligo,Loliginidae,Teuthida,Decabrachia,Cephalopoda,Mollusca,4.8,3.0,3.0
Illex coindetii,Illex,Ommastrephidae,Teuthida,Decabrachia,Cephalopoda,Mollusca,4.3,3.0,3.0
Todaropsis eblanae,Todaropsis,Todarodinae,Teuthida,Decabrachia,Cephalopoda,Mollusca,4.4,3.0,3.0
Sepiola sp.,Sepiola,Sepiolidae,Sepiida,Decabrachia,Cephalopoda,Mollusca,4.8,3.0,3.0
Sepia officinalis,Sepia,Sepiidae,Sepiida,Decabrachia,Cephalopoda,Mollusca,3.8,3.0,3.0
Eledone cirrhosa,Eledone,Octopodidae,Octopoda,Octobrachia,Cephalopoda,Mollusca,4.7,2.0,3.0
Scyliorhinus canicula,Scyliorhinus,Scyliorhinidae,Carcharhiniformes,Euselachii ,Elasmobranchii,Chondrichthyes,6.4,3.0,3.0
Leucoraja naevus,Leucoraja,Rajidae,Rajiformes,Euselachii ,Elasmobranchii,Chondrichthyes,5.7,3.0,3.0
Chimaera monstrosa,Chimaera,Chimaeridae,Chimaeriformes,Holocephalimorpha,Holocephali,Chondrichthyes,3.9,3.0,3.0
Conger conger,Conger,Congridae,Anguilliformes,Elopomorpha,Teleostei,Osteichthyes,6.9,3.0,3.0
Serrivomer beanii,Serrivomer,Serrivomeridae,Anguilliformes,Elopomorpha,Teleostei,Osteichthyes,2.1,3.0,3.0
Sprattus sprattus,Sprattus,Clupeidae,Clupeiformes,Clupeomorpha,Teleostei,Osteichthyes,6.5,3.0,3.0
Sardina pilchardus,Sardina,Clupeidae,Clupeiformes,Clupeomorpha,Teleostei,Osteichthyes,8.7,3.0,2.0
Clupea harengus,Clupea,Clupeidae,Clupeiformes,Clupeomorpha,Teleostei,Osteichthyes,10.2,3.0,2.0
Engraulis encrasicolus,Engraulis,Engraulidae,Clupeiformes,Clupeomorpha,Teleostei,Osteichthyes,5.8,3.0,2.0
Xenodermichtys copei,Xenodermichtys,Alepocephalidae,Osmeriformes,Protacanthopterygii,Teleostei,Osteichthyes,2.2,3.0,3.0
Argentina sphyraena,Argentina,Argentinidae,Osmeriformes,Protacanthopterygii,Teleostei,Osteichthyes,6.1,3.0,3.0
Normichthys operosa,Normichthys,Platytroctidae ,Osmeriformes,Protacanthopterygii,Teleostei,Osteichthyes,2.6,3.0,3.0
Argyropelecus olfersii,Argyropelecus,Sternoptychidae,Stomiiformes,Stenopterygii,Teleostei,Osteichthyes,3.5,3.0,3.0
Maurolicus muelleri,Maurolicus,Gonostomatidae,Stomiiformes,Stenopterygii,Teleostei,Osteichthyes,4.2,3.0,3.0
Stomias boa-ferox,Stomias,Stomiidae,Stomiiformes,Stenopterygii,Teleostei,Osteichthyes,2.8,3.0,3.0
Arctozenus risso,Arctozenus,Paralepididae,Aulopiformes,Cyclosquamata,Teleostei,Osteichthyes,4.3,3.0,3.0
Lampanyctus crocodilus,Lampanyctus,Bathylagidae,Osmeriformes,Protacanthopterygii,Teleostei,Osteichthyes,4.1,3.0,3.0
Benthosema glaciale,Benthosema,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,5.9,3.0,3.0
Notoscopelus kroyeri,Notoscopelus,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,7.9,3.0,3.0
Lobianchia gemellari,Lobianchia,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,8.6,3.0,3.0
Caelorinchus coelorinchus,Caelorinchus,Macrouridae,Gadiformes,Paracanthopterygii,Teleostei,Osteichthyes,5.1,3.0,3.0
Merlangius merlangus,Merlangius,Gadidae,Gadiformes,Paracanthopterygii,Teleostei,Osteichthyes,3.9,3.0,3.0
Pollachius pollachius,Pollachius,Gadinae,Gadiformes,Paracanthopterygii,Teleostei,Osteichthyes,4.2,3.0,3.0
Micromesistius poutassou,Micromesistius,Gadidae,Gadiformes,Paracanthopterygii,Teleostei,Osteichthyes,4.4,3.0,3.0
Trisopterus luscus,Trisopterus,Gadidae,Gadiformes,Paracanthopterygii,Teleostei,Osteichthyes,4.7,3.0,3.0
Gadiculus argenteus,Gadiculus,Gadidae,Gadiformes,Paracanthopterygii,Teleostei,Osteichthyes,5.0,3.0,3.0
Trisopterus minutus,Trisopterus,Gadidae,Gadiformes,Paracanthopterygii,Teleostei,Osteichthyes,5.1,3.0,3.0
Gaidropsarus spp.,Gaidropsarus,Gadidae,Gadiformes,Paracanthopterygii,Teleostei,Osteichthyes,5.5,3.0,3.0
Phycis blennoides,Phycis,Gadidae,Gadiformes,Paracanthopterygii,Teleostei,Osteichthyes,5.0,3.0,3.0
Merluccius merluccius,Merluccius,Merlucciidae,Gadiformes,Paracanthopterygii,Teleostei,Osteichthyes,3.7,3.0,3.0
Atherina presbyter,Atherina,Atherinidae,Atheriniformes,Acanthopterygii,Teleostei,Osteichthyes,7.3,3.0,3.0
Belone belone,Belone,Belonidae,Beloniformes,Acanthopterygii,Teleostei,Osteichthyes,6.2,3.0,3.0
Scomberesox saurus,Scomberesox,Scomberesocidae,Beloniformes,Acanthopterygii,Teleostei,Osteichthyes,5.8,3.0,3.0
Hoplostethus mediterraneus,Hoplostethus,Trachichthyidae,Beryciformes,Acanthopterygii,Teleostei,Osteichthyes,4.7,3.0,3.0
Capros aper,Capros,Caproidae,Zeiformes,Acanthopterygii,Teleostei,Osteichthyes,6.2,3.0,3.0
Entelurus aequoreus,Entelurus,Syngnathidae,Gasterosteiformes,Acanthopterygii,Teleostei,Osteichthyes,4.7,3.0,3.0
Helicolenus dactylopterus,Helicolenus,Scorpaenidae,Scorpaeniformes,Acanthopterygii,Teleostei,Osteichthyes,9.2,3.0,3.0
Scorpaena loppei,Scorpaena,Scorpaenidae,Scorpaeniformes,Acanthopterygii,Teleostei,Osteichthyes,5.1,3.0,3.0
Chelidonichthys cuculus,Chelidonichthys,Triglidae,Scorpaeniformes,Acanthopterygii,Teleostei,Osteichthyes,8.2,3.0,3.0
Dicentrarchus labrax,Dicentrarchus,Moronidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,6.0,3.0,3.0
Trachurus trachurus,Trachurus,Carangidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,6.0,3.0,3.0
Spondyliosoma cantharus,Spondyliosoma,Sparidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,6.9,3.0,3.0
Boops boops,Boops,Sparidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,8.0,3.0,3.0
